empnum,exitdate,exittype,exitreason
2411,2022-06-30,Resignation (Voluntary),Compensation package
5293,2022-06-25,Resignation (Voluntary),Compensation package
3290,2022-06-23,Resignation (Voluntary),Compensation package
5013,2022-06-16,Resignation (Voluntary),Compensation package
2982,2022-06-03,Resignation (Voluntary),Compensation package
2464,2022-04-12,Resignation (Voluntary),Compensation package
2340,2022-02-28,Resignation (Voluntary),Compensation package
1894,2021-11-27,Resignation (Voluntary),Compensation package
1032,2021-11-15,Resignation (Voluntary),Compensation package
1126,2023-01-26,Termination (Involuntary),Critical Mistake
332,2022-12-21,Termination (Involuntary),Critical Mistake
594,2022-12-21,Termination (Involuntary),Critical Mistake
5182,2022-11-14,Termination (Involuntary),Critical Mistake
2292,2022-10-18,Termination (Involuntary),Critical Mistake
1111,2022-09-30,Termination (Involuntary),Critical Mistake
3867,2022-06-10,Termination (Involuntary),Critical Mistake
3572,2022-02-22,Termination (Involuntary),Critical Mistake
2101,2021-11-02,Termination (Involuntary),Critical Mistake
2062,2021-10-29,Termination (Involuntary),Critical Mistake
657,2021-10-28,Termination (Involuntary),Critical Mistake
767,2021-10-28,Termination (Involuntary),Critical Mistake
830,2021-10-28,Termination (Involuntary),Critical Mistake
1290,2021-10-28,Termination (Involuntary),Critical Mistake
1460,2021-10-28,Termination (Involuntary),Critical Mistake
1575,2021-10-28,Termination (Involuntary),Critical Mistake
1710,2021-10-28,Termination (Involuntary),Critical Mistake
882,2021-10-22,Termination (Involuntary),Critical Mistake
1377,2021-10-22,Termination (Involuntary),Critical Mistake
1165,2021-10-14,Termination (Involuntary),Critical Mistake
2541,2021-10-13,Termination (Involuntary),Critical Mistake
778,2021-06-23,Termination (Involuntary),Critical Mistake
1083,2021-06-23,Termination (Involuntary),Critical Mistake
1843,2022-10-26,Resignation (Voluntary),Culture fit
3220,2022-04-15,Termination (Involuntary),Culture fit
2143,2021-07-30,Termination (Involuntary),Culture fit
1839,2021-07-29,Termination (Involuntary),Culture fit
1651,2021-07-09,Resignation (Voluntary),Culture fit
1564,2021-06-24,Termination (Involuntary),Culture fit
1509,2021-06-23,Resignation (Voluntary),Culture fit
497,2021-02-11,Resignation (Voluntary),Culture fit
5670,2022-12-08,Termination (Involuntary),Did not pass probation
4313,2022-06-10,Termination (Involuntary),Did not pass probation
4384,2022-05-24,Termination (Involuntary),Did not pass probation
3008,2022-04-26,Termination (Involuntary),Did not pass probation
3044,2022-04-26,Termination (Involuntary),Did not pass probation
2909,2022-02-04,Termination (Involuntary),Did not pass probation
2545,2021-12-10,Termination (Involuntary),Did not pass probation
5068,2022-04-19,Resignation (Voluntary),Drop-out
4664,2022-03-21,Resignation (Voluntary),Drop-out
5342,2023-01-07,Termination (Involuntary),Dual Employment
1753,2022-11-08,Resignation (Voluntary),Emigration
4804,2022-09-10,Resignation (Voluntary),Emigration
4524,2022-09-09,Resignation (Voluntary),Emigration
4126,2022-09-06,Resignation (Voluntary),Emigration
5267,2022-06-29,Termination (Involuntary),Emigration
3968,2022-07-16,Termination (Involuntary),End of Contract
5218,2022-06-03,Termination (Involuntary),End of Contract
1531,2022-03-01,Resignation (Voluntary),End of Contract
130,2019-08-31,Termination (Involuntary),End of Contract
182,2019-07-19,Resignation (Voluntary),End of Contract
43,2018-06-10,Resignation (Voluntary),End of Contract
46,2018-06-01,Resignation (Voluntary),End of Contract
4248,2022-03-23,Termination (Involuntary),Failed Certification
4235,2022-03-22,Termination (Involuntary),Failed Certification
4259,2022-03-18,Termination (Involuntary),Failed Certification
3989,2022-02-21,Termination (Involuntary),Failed Certification
1351,2022-06-01,Resignation (Voluntary),Failed PIP
1178,2022-05-23,Termination (Involuntary),Failed PIP
770,2022-02-04,Termination (Involuntary),Failed PIP
1182,2022-01-20,Termination (Involuntary),Failed PIP
662,2022-01-19,Termination (Involuntary),Failed PIP
1800,2021-12-30,Termination (Involuntary),Failed PIP
1237,2021-10-01,Termination (Involuntary),Failed PIP
423,2021-09-20,Termination (Involuntary),Failed PIP
2255,2022-10-15,Resignation (Voluntary),Family reason
2352,2022-08-08,Resignation (Voluntary),Family reason
1568,2022-07-27,Resignation (Voluntary),Family reason
5276,2022-07-06,Resignation (Voluntary),Family reason
5167,2022-05-30,Resignation (Voluntary),Family reason
3167,2022-05-27,Resignation (Voluntary),Family reason
3962,2022-05-03,Resignation (Voluntary),Family reason
3759,2022-04-29,Resignation (Voluntary),Family reason
2994,2022-04-25,Resignation (Voluntary),Family reason
2632,2022-04-15,Resignation (Voluntary),Family reason
4602,2022-03-28,Resignation (Voluntary),Family reason
684,2022-02-25,Resignation (Voluntary),Family reason
1755,2022-01-31,Resignation (Voluntary),Family reason
1661,2021-11-05,Resignation (Voluntary),Family reason
1931,2021-10-20,Resignation (Voluntary),Family reason
2707,2021-10-15,Resignation (Voluntary),Family reason
284,2021-10-12,Resignation (Voluntary),Family reason
2639,2021-10-11,Resignation (Voluntary),Family reason
563,2021-09-01,Resignation (Voluntary),Family reason
755,2021-07-21,Resignation (Voluntary),Family reason
583,2021-02-15,Resignation (Voluntary),Family reason
726,2020-11-06,Resignation (Voluntary),Family reason
426,2020-10-30,Resignation (Voluntary),Family reason
1862,2022-08-26,Resignation (Voluntary),Further Study
2294,2022-07-25,Resignation (Voluntary),Further Study
2699,2022-07-23,Resignation (Voluntary),Further Study
2466,2022-07-20,Resignation (Voluntary),Further Study
4161,2022-06-16,Resignation (Voluntary),Further Study
4207,2022-06-16,Resignation (Voluntary),Further Study
1730,2022-05-05,Resignation (Voluntary),Further Study
5171,2022-05-03,Resignation (Voluntary),Further Study
2693,2022-04-30,Resignation (Voluntary),Further Study
3700,2022-04-30,Resignation (Voluntary),Further Study
3449,2022-04-29,Resignation (Voluntary),Further Study
3940,2022-04-29,Resignation (Voluntary),Further Study
300,2022-04-26,Resignation (Voluntary),Further Study
4478,2022-04-19,Resignation (Voluntary),Further Study
3454,2022-04-06,Resignation (Voluntary),Further Study
1775,2022-03-29,Resignation (Voluntary),Further Study
1172,2022-03-14,Resignation (Voluntary),Further Study
3941,2022-02-22,Resignation (Voluntary),Further Study
2128,2022-02-14,Resignation (Voluntary),Further Study
2270,2022-01-14,Resignation (Voluntary),Further Study
1559,2021-12-14,Resignation (Voluntary),Further Study
1096,2021-11-12,Resignation (Voluntary),Further Study
1010,2021-11-09,Resignation (Voluntary),Further Study
2067,2021-11-05,Resignation (Voluntary),Further Study
1207,2021-10-22,Resignation (Voluntary),Further Study
558,2021-10-11,Resignation (Voluntary),Further Study
1554,2021-10-11,Resignation (Voluntary),Further Study
1726,2021-10-11,Resignation (Voluntary),Further Study
635,2021-10-08,Resignation (Voluntary),Further Study
1149,2021-10-05,Resignation (Voluntary),Further Study
1662,2021-10-04,Resignation (Voluntary),Further Study
2245,2021-10-01,Resignation (Voluntary),Further Study
2386,2021-09-29,Resignation (Voluntary),Further Study
1473,2021-09-27,Resignation (Voluntary),Further Study
1445,2021-09-24,Resignation (Voluntary),Further Study
2036,2021-09-23,Resignation (Voluntary),Further Study
669,2021-09-21,Resignation (Voluntary),Further Study
1557,2021-09-21,Resignation (Voluntary),Further Study
588,2021-09-17,Resignation (Voluntary),Further Study
1949,2021-09-16,Resignation (Voluntary),Further Study
1463,2021-09-11,Resignation (Voluntary),Further Study
1012,2021-09-10,Resignation (Voluntary),Further Study
2628,2021-09-07,Resignation (Voluntary),Further Study
545,2021-09-03,Resignation (Voluntary),Further Study
1433,2021-09-01,Resignation (Voluntary),Further Study
1283,2021-08-30,Resignation (Voluntary),Further Study
928,2021-08-20,Resignation (Voluntary),Further Study
1306,2021-08-20,Resignation (Voluntary),Further Study
2018,2021-08-13,Resignation (Voluntary),Further Study
2020,2021-08-13,Resignation (Voluntary),Further Study
664,2021-07-30,Resignation (Voluntary),Further Study
1219,2021-07-30,Resignation (Voluntary),Further Study
824,2021-06-29,Resignation (Voluntary),Further Study
1315,2021-05-14,Resignation (Voluntary),Further Study
228,2021-03-01,Resignation (Voluntary),Further Study
281,2021-02-08,Resignation (Voluntary),Further Study
1431,2022-11-27,Resignation (Voluntary),Got better offer
1135,2022-10-13,Resignation (Voluntary),Got better offer
2728,2022-10-08,Resignation (Voluntary),Got better offer
3657,2022-10-07,Resignation (Voluntary),Got better offer
2427,2022-10-03,Resignation (Voluntary),Got better offer
1474,2022-09-24,Resignation (Voluntary),Got better offer
2534,2022-09-20,Resignation (Voluntary),Got better offer
2274,2022-09-15,Resignation (Voluntary),Got better offer
3690,2022-09-10,Resignation (Voluntary),Got better offer
1039,2022-09-01,Resignation (Voluntary),Got better offer
1318,2022-08-27,Resignation (Voluntary),Got better offer
2418,2022-08-20,Resignation (Voluntary),Got better offer
1817,2022-07-08,Resignation (Voluntary),Got better offer
570,2022-06-25,Resignation (Voluntary),Got better offer
3600,2022-06-20,Resignation (Voluntary),Got better offer
3859,2022-06-14,Resignation (Voluntary),Got better offer
2325,2022-06-13,Resignation (Voluntary),Got better offer
782,2022-06-06,Resignation (Voluntary),Got better offer
4938,2022-06-03,Resignation (Voluntary),Got better offer
1451,2022-05-27,Resignation (Voluntary),Got better offer
890,2022-05-26,Resignation (Voluntary),Got better offer
3799,2022-05-20,Resignation (Voluntary),Got better offer
2316,2022-05-19,Resignation (Voluntary),Got better offer
5242,2022-05-17,Resignation (Voluntary),Got better offer
3215,2022-05-13,Resignation (Voluntary),Got better offer
2318,2022-05-11,Resignation (Voluntary),Got better offer
5087,2022-05-09,Resignation (Voluntary),Got better offer
362,2022-05-01,Resignation (Voluntary),Got better offer
761,2022-04-30,Resignation (Voluntary),Got better offer
2118,2022-04-30,Resignation (Voluntary),Got better offer
1830,2022-04-20,Resignation (Voluntary),Got better offer
219,2022-04-18,Resignation (Voluntary),Got better offer
1982,2022-04-18,Resignation (Voluntary),Got better offer
4732,2022-04-18,Resignation (Voluntary),Got better offer
4788,2022-04-14,Resignation (Voluntary),Got better offer
1561,2022-04-07,Resignation (Voluntary),Got better offer
853,2022-04-04,Resignation (Voluntary),Got better offer
1109,2022-03-24,Resignation (Voluntary),Got better offer
2666,2022-03-21,Resignation (Voluntary),Got better offer
2345,2022-03-20,Resignation (Voluntary),Got better offer
3367,2022-03-19,Resignation (Voluntary),Got better offer
1788,2022-03-16,Resignation (Voluntary),Got better offer
3902,2022-03-14,Resignation (Voluntary),Got better offer
3646,2022-03-12,Resignation (Voluntary),Got better offer
2834,2022-02-25,Resignation (Voluntary),Got better offer
2637,2022-02-16,Resignation (Voluntary),Got better offer
3903,2022-02-16,Resignation (Voluntary),Got better offer
357,2022-02-09,Resignation (Voluntary),Got better offer
2324,2022-02-03,Resignation (Voluntary),Got better offer
316,2022-02-01,Resignation (Voluntary),Got better offer
226,2022-01-29,Resignation (Voluntary),Got better offer
181,2022-01-24,Resignation (Voluntary),Got better offer
1650,2022-01-21,Resignation (Voluntary),Got better offer
793,2022-01-19,Resignation (Voluntary),Got better offer
2665,2022-01-16,Resignation (Voluntary),Got better offer
656,2022-01-14,Resignation (Voluntary),Got better offer
2183,2022-01-10,Resignation (Voluntary),Got better offer
926,2022-01-06,Resignation (Voluntary),Got better offer
803,2022-01-01,Resignation (Voluntary),Got better offer
488,2021-12-22,Resignation (Voluntary),Got better offer
2882,2021-12-20,Resignation (Voluntary),Got better offer
647,2021-12-11,Resignation (Voluntary),Got better offer
1663,2021-12-06,Resignation (Voluntary),Got better offer
1860,2021-12-02,Resignation (Voluntary),Got better offer
2516,2021-12-02,Resignation (Voluntary),Got better offer
2662,2021-12-01,Resignation (Voluntary),Got better offer
1426,2021-11-30,Resignation (Voluntary),Got better offer
1961,2021-11-29,Resignation (Voluntary),Got better offer
1289,2021-11-26,Resignation (Voluntary),Got better offer
1024,2021-11-22,Resignation (Voluntary),Got better offer
269,2021-11-19,Resignation (Voluntary),Got better offer
2656,2021-11-18,Resignation (Voluntary),Got better offer
176,2021-11-06,Resignation (Voluntary),Got better offer
727,2021-11-06,Resignation (Voluntary),Got better offer
2633,2021-11-04,Resignation (Voluntary),Got better offer
1352,2021-11-01,Resignation (Voluntary),Got better offer
966,2021-10-27,Resignation (Voluntary),Got better offer
2648,2021-10-19,Resignation (Voluntary),Got better offer
644,2021-10-16,Resignation (Voluntary),Got better offer
333,2021-10-14,Resignation (Voluntary),Got better offer
537,2021-10-10,Resignation (Voluntary),Got better offer
670,2021-10-07,Resignation (Voluntary),Got better offer
214,2021-10-06,Resignation (Voluntary),Got better offer
612,2021-10-04,Resignation (Voluntary),Got better offer
1384,2021-10-01,Resignation (Voluntary),Got better offer
52,2021-09-27,Resignation (Voluntary),Got better offer
1007,2021-09-24,Resignation (Voluntary),Got better offer
526,2021-09-23,Resignation (Voluntary),Got better offer
615,2021-09-18,Resignation (Voluntary),Got better offer
1628,2021-09-09,Resignation (Voluntary),Got better offer
308,2021-09-03,Resignation (Voluntary),Got better offer
642,2021-09-03,Resignation (Voluntary),Got better offer
1060,2021-08-24,Resignation (Voluntary),Got better offer
185,2021-08-19,Resignation (Voluntary),Got better offer
193,2021-08-05,Resignation (Voluntary),Got better offer
931,2021-08-03,Resignation (Voluntary),Got better offer
2253,2021-07-19,Resignation (Voluntary),Got better offer
568,2021-07-18,Resignation (Voluntary),Got better offer
1309,2021-07-09,Resignation (Voluntary),Got better offer
32,2021-07-01,Resignation (Voluntary),Got better offer
1526,2021-07-01,Resignation (Voluntary),Got better offer
436,2021-06-27,Resignation (Voluntary),Got better offer
736,2021-06-04,Resignation (Voluntary),Got better offer
1580,2021-06-04,Resignation (Voluntary),Got better offer
155,2021-06-03,Resignation (Voluntary),Got better offer
1191,2021-05-31,Resignation (Voluntary),Got better offer
505,2021-05-28,Resignation (Voluntary),Got better offer
957,2021-05-25,Resignation (Voluntary),Got better offer
270,2021-05-15,Resignation (Voluntary),Got better offer
211,2021-05-08,Resignation (Voluntary),Got better offer
302,2021-05-08,Resignation (Voluntary),Got better offer
471,2021-05-05,Resignation (Voluntary),Got better offer
650,2021-04-29,Resignation (Voluntary),Got better offer
848,2021-04-29,Resignation (Voluntary),Got better offer
572,2021-04-21,Resignation (Voluntary),Got better offer
283,2021-04-12,Resignation (Voluntary),Got better offer
659,2021-04-09,Resignation (Voluntary),Got better offer
975,2021-03-12,Resignation (Voluntary),Got better offer
574,2021-03-08,Resignation (Voluntary),Got better offer
850,2021-02-28,Resignation (Voluntary),Got better offer
418,2021-02-08,Resignation (Voluntary),Got better offer
157,2021-02-04,Resignation (Voluntary),Got better offer
186,2021-01-23,Resignation (Voluntary),Got better offer
166,2021-01-18,Resignation (Voluntary),Got better offer
818,2020-12-07,Resignation (Voluntary),Got better offer
267,2020-11-05,Resignation (Voluntary),Got better offer
204,2020-10-31,Resignation (Voluntary),Got better offer
547,2020-08-28,Resignation (Voluntary),Got better offer
105,2020-08-14,Resignation (Voluntary),Got better offer
376,2020-08-05,Resignation (Voluntary),Got better offer
483,2020-07-04,Resignation (Voluntary),Got better offer
223,2020-05-30,Termination (Involuntary),Got better offer
389,2020-05-23,Resignation (Voluntary),Got better offer
150,2020-03-25,Resignation (Voluntary),Got better offer
